"S1","S2","Y","G","Pop","preName","Name","R1","uID","STUDcbind","STUDrbind","SCHcbind"
"TIMSS","Bridge","2019","4","ASTB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","-","2019","4","ASTM7","TIMSS_2019_G4","TIMSS_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","eTIMSS","2019","4","ASTZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","Bridge","2019","4","ATGB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGB7"
"TIMSS","-","2019","4","ATGM7","TIMSS_2019_G4","TIMSS_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGM7"
"TIMSS","eTIMSS","2019","4","ATGZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGZ7"
"TIMSS","Bridge","2019","8","BCGB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","-","2019","8","BCGM7","TIMSS_2019_G8","TIMSS_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","eTIMSS","2019","8","BCGZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","Bridge","2019","8","BSAB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGB7","-","BCGB7"
"TIMSS","-","2019","8","BSAM7","TIMSS_2019_G8","TIMSS_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGM7","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BSAZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGZ7","-","BCGZ7"
"TIMSS","Bridge","2019","8","BSGB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","-","2019","8","BSGM7","TIMSS_2019_G8","TIMSS_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","eTIMSS","2019","8","BSGZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","Bridge","2019","8","BSRB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","-","2019","8","BSRM7","TIMSS_2019_G8","TIMSS_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","eTIMSS","2019","8","BSRZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","Bridge","2019","8","BSTB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","-","2019","8","BSTM7","TIMSS_2019_G8","TIMSS_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","eTIMSS","2019","8","BSTZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","Bridge","2019","8","BTMB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGB7"
"TIMSS","-","2019","8","BTMM7","TIMSS_2019_G8","TIMSS_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BTMZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGZ7"
"TIMSS","Bridge","2019","8","BTSB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGB7"
"TIMSS","-","2019","8","BTSM7","TIMSS_2019_G8","TIMSS_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BTSZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGZ7"
"TIMSS","-","2023","4","ACGM8","TIMSS_2023_G4","TIMSS_2023_G4_school","school",NA,"-","-","-"
"TIMSS","-","2023","4","ASAM8","TIMSS_2023_G4","TIMSS_2023_G4_student_achievement","student",NA,"ASGM8;ASHM8","-","ACGM8"
"TIMSS","-","2023","4","ASGM8","TIMSS_2023_G4","TIMSS_2023_G4_student_background","student",NA,"-","-","-"
"TIMSS","-","2023","4","ASHM8","TIMSS_2023_G4","TIMSS_2023_G4_student_homebg","student",NA,"-","-","-"
"TIMSS","-","2023","4","ASPM8","TIMSS_2023_G4","TIMSS_2023_G4_student_process","process",NA,"-","-","-"
"TIMSS","-","2023","4","ASRM8","TIMSS_2023_G4","TIMSS_2023_G4_student_reliability","student",NA,"-","-","-"
"TIMSS","-","2023","4","ASTM8","TIMSS_2023_G4","TIMSS_2023_G4_link","link",NA,"-","-","-"
"TIMSS","-","2023","4","ATGM8","TIMSS_2023_G4","TIMSS_2023_G4_teacher","teacher",NA,"-","-","ACGM8"
"TIMSS","-","2023","8","BCGM8","TIMSS_2023_G8","TIMSS_2023_G8_school","school",NA,"-","-","-"
"TIMSS","-","2023","8","BSAM8","TIMSS_2023_G8","TIMSS_2023_G8_student_achievement","student",NA,"BSGM8","-","BCGM8"
"TIMSS","-","2023","8","BSGM8","TIMSS_2023_G8","TIMSS_2023_G8_student_background","student",NA,"-","-","-"
"TIMSS","-","2023","8","BSPM8","TIMSS_2023_G8","TIMSS_2023_G8_student_process","student",NA,"-","-","-"
"TIMSS","-","2023","8","BSRM8","TIMSS_2023_G8","TIMSS_2023_G8_student_reliability","student",NA,"-","-","-"
"TIMSS","-","2023","8","BSTM8","TIMSS_2023_G8","TIMSS_2023_G8_link","link",NA,"-","-","-"
"TIMSS","-","2023","8","BTMM8","TIMSS_2023_G8","TIMSS_2023_G8_teacher_math","teacher",NA,"-","-","BCGM8"
"TIMSS","-","2023","8","BTSM8","TIMSS_2023_G8","TIMSS_2023_G8_teacher_science","teacher",NA,"-","-","BCGM8"
